 ID,PARAM,Date,Flow,SYM
05JF001,1,1911/04/01,,
05JF001,1,1911/04/02,,
05JF001,1,1911/04/03,,
05JF001,1,1911/04/04,,
05JF001,1,1911/04/05,,
05JF001,1,1911/04/06,,
05JF001,1,1911/04/07,,
05JF001,1,1911/04/08,,
05JF001,1,1911/04/09,,
05JF001,1,1911/04/10,,
05JF001,1,1911/04/11,,
05JF001,1,1911/04/12,,
05JF001,1,1911/04/13,,
05JF001,1,1911/04/14,,
05JF001,1,1911/04/15,,
05JF001,1,1911/04/16,,
05JF001,1,1911/04/17,15.2,
05JF001,1,1911/04/18,,
05JF001,1,1911/04/19,,
05JF001,1,1911/04/20,,
05JF001,1,1911/04/21,,
05JF001,1,1911/04/22,,
05JF001,1,1911/04/23,,
05JF001,1,1911/04/24,,
05JF001,1,1911/04/25,,
05JF001,1,1911/04/26,,
05JF001,1,1911/04/27,,
05JF001,1,1911/04/28,,
05JF001,1,1911/04/29,,
05JF001,1,1911/04/30,,
05JF001,1,1911/05/01,,
05JF001,1,1911/05/02,,
05JF001,1,1911/05/03,,
05JF001,1,1911/05/04,,
05JF001,1,1911/05/05,,
05JF001,1,1911/05/06,,
05JF001,1,1911/05/07,,
05JF001,1,1911/05/08,,
05JF001,1,1911/05/09,,
05JF001,1,1911/05/10,,
05JF001,1,1911/05/11,,
05JF001,1,1911/05/12,1.7,
05JF001,1,1911/05/13,1.5,
05JF001,1,1911/05/14,1.3,
05JF001,1,1911/05/15,1.22,
05JF001,1,1911/05/16,1.9,
05JF001,1,1911/05/17,2.38,
05JF001,1,1911/05/18,2.89,
05JF001,1,1911/05/19,3.09,
05JF001,1,1911/05/20,2.83,
05JF001,1,1911/05/21,2.38,
05JF001,1,1911/05/22,1.98,
05JF001,1,1911/05/23,1.87,
05JF001,1,1911/05/24,1.5,
05JF001,1,1911/05/25,0.934,
05JF001,1,1911/05/26,0.878,
05JF001,1,1911/05/27,1.25,
05JF001,1,1911/05/28,3.79,
05JF001,1,1911/05/29,4.42,
05JF001,1,1911/05/30,4.87,
05JF001,1,1911/05/31,4.84,
05JF001,1,1911/06/01,4.28,
05JF001,1,1911/06/02,3.85,
05JF001,1,1911/06/03,3.68,
05JF001,1,1911/06/04,3.68,
05JF001,1,1911/06/05,7.14,
05JF001,1,1911/06/06,8.33,
05JF001,1,1911/06/07,8.67,
05JF001,1,1911/06/08,9.03,
05JF001,1,1911/06/09,8.44,
05JF001,1,1911/06/10,7.65,
05JF001,1,1911/06/11,6.65,
05JF001,1,1911/06/12,5.95,
