 ID,PARAM,Date,Flow,SYM
05JF005,1,1945/03/01,0,B
05JF005,1,1945/03/02,0,B
05JF005,1,1945/03/03,0,B
05JF005,1,1945/03/04,0,B
05JF005,1,1945/03/05,0,B
05JF005,1,1945/03/06,0,B
05JF005,1,1945/03/07,0,B
05JF005,1,1945/03/08,0,B
05JF005,1,1945/03/09,0,B
05JF005,1,1945/03/10,0,B
05JF005,1,1945/03/11,0.028,B
05JF005,1,1945/03/12,0.028,B
05JF005,1,1945/03/13,0.057,B
05JF005,1,1945/03/14,0.057,B
05JF005,1,1945/03/15,0.085,B
05JF005,1,1945/03/16,0.17,B
05JF005,1,1945/03/17,0.255,B
05JF005,1,1945/03/18,0.34,B
05JF005,1,1945/03/19,0.396,B
05JF005,1,1945/03/20,0.453,B
05JF005,1,1945/03/21,0.566,B
05JF005,1,1945/03/22,0.566,B
05JF005,1,1945/03/23,0.708,B
05JF005,1,1945/03/24,0.708,B
05JF005,1,1945/03/25,0.85,B
05JF005,1,1945/03/26,0.85,B
05JF005,1,1945/03/27,0.793,B
05JF005,1,1945/03/28,1.02,B
05JF005,1,1945/03/29,0.736,B
05JF005,1,1945/03/30,0.51,B
05JF005,1,1945/03/31,0.396,B
05JF005,1,1945/04/01,0.34,B
05JF005,1,1945/04/02,0.311,B
05JF005,1,1945/04/03,0.283,B
05JF005,1,1945/04/04,0.255,B
05JF005,1,1945/04/05,0.227,B
05JF005,1,1945/04/06,0.396,B
05JF005,1,1945/04/07,0.368,B
05JF005,1,1945/04/08,0.34,B
05JF005,1,1945/04/09,0.311,B
05JF005,1,1945/04/10,0.283,B
05JF005,1,1945/04/11,0.255,B
05JF005,1,1945/04/12,0.34,B
05JF005,1,1945/04/13,0.283,B
05JF005,1,1945/04/14,0.227,B
05JF005,1,1945/04/15,0.227,B
05JF005,1,1945/04/16,0.311,B
05JF005,1,1945/04/17,0.255,B
05JF005,1,1945/04/18,0.198,B
05JF005,1,1945/04/19,0.255,B
05JF005,1,1945/04/20,0.311,B
05JF005,1,1945/04/21,0.368,B
05JF005,1,1945/04/22,0.368,B
05JF005,1,1945/04/23,0.368,B
05JF005,1,1945/04/24,0.368,B
05JF005,1,1945/04/25,0.396,B
05JF005,1,1945/04/26,0.396,B
05JF005,1,1945/04/27,0.396,B
05JF005,1,1945/04/28,0.425,B
05JF005,1,1945/04/29,0.425,B
05JF005,1,1945/04/30,0.453,B
05JF005,1,1945/05/01,0.453,B
05JF005,1,1945/05/02,0.481,B
05JF005,1,1945/05/03,0.481,B
05JF005,1,1945/05/04,0.481,B
05JF005,1,1945/05/05,0.51,B
05JF005,1,1945/05/06,0.481,B
05JF005,1,1945/05/07,0.481,B
05JF005,1,1945/05/08,0.453,B
05JF005,1,1945/05/09,0.453,B
05JF005,1,1945/05/10,0.425,B
05JF005,1,1945/05/11,0.425,B
05JF005,1,1945/05/12,0.405,
05JF005,1,1945/05/13,0.382,E
05JF005,1,1945/05/14,0.36,E
05JF005,1,1945/05/15,0.334,E
05JF005,1,1945/05/16,0.311,E
05JF005,1,1945/05/17,0.289,E
05JF005,1,1945/05/18,0.263,E
05JF005,1,1945/05/19,0.241,E
05JF005,1,1945/05/20,0.218,
05JF005,1,1945/05/21,0.221,
05JF005,1,1945/05/22,0.221,
05JF005,1,1945/05/23,0.212,E
05JF005,1,1945/05/24,0.204,
05JF005,1,1945/05/25,0.221,
05JF005,1,1945/05/26,0.221,
05JF005,1,1945/05/27,0.218,
05JF005,1,1945/05/28,0.215,
05JF005,1,1945/05/29,0.204,
05JF005,1,1945/05/30,0.201,
05JF005,1,1945/05/31,0.201,
05JF005,1,1945/06/01,0.218,
05JF005,1,1945/06/02,0.229,
05JF005,1,1945/06/03,0.241,
05JF005,1,1945/06/04,0.249,
05JF005,1,1945/06/05,0.252,
05JF005,1,1945/06/06,0.241,
05JF005,1,1945/06/07,0.221,
05JF005,1,1945/06/08,0.15,
05JF005,1,1945/06/09,0.15,
05JF005,1,1945/06/10,0.176,
05JF005,1,1945/06/11,0.184,
05JF005,1,1945/06/12,0.15,
05JF005,1,1945/06/13,0.15,
05JF005,1,1945/06/14,0.15,
05JF005,1,1945/06/15,0.15,
05JF005,1,1945/06/16,0.15,
05JF005,1,1945/06/17,0.15,
05JF005,1,1945/06/18,0.15,
05JF005,1,1945/06/19,0.221,
05JF005,1,1945/06/20,0.221,
05JF005,1,1945/06/21,0.261,
05JF005,1,1945/06/22,0.261,
05JF005,1,1945/06/23,0.261,
05JF005,1,1945/06/24,0.133,
05JF005,1,1945/06/25,0.133,
05JF005,1,1945/06/26,0.133,
05JF005,1,1945/06/27,0.142,
05JF005,1,1945/06/28,0.15,
05JF005,1,1945/06/29,0.133,
05JF005,1,1945/06/30,0.116,
05JF005,1,1945/07/01,0.116,
05JF005,1,1945/07/02,0.15,
05JF005,1,1945/07/03,0.184,
05JF005,1,1945/07/04,0.116,
05JF005,1,1945/07/05,0.15,
05JF005,1,1945/07/06,0.15,
05JF005,1,1945/07/07,0.184,
05JF005,1,1945/07/08,0.184,
05JF005,1,1945/07/09,0.221,
05JF005,1,1945/07/10,0.212,E
05JF005,1,1945/07/11,0.204,
05JF005,1,1945/07/12,0.184,
05JF005,1,1945/07/13,0.221,
05JF005,1,1945/07/14,0.221,
05JF005,1,1945/07/15,0.204,
05JF005,1,1945/07/16,0.167,
05JF005,1,1945/07/17,0.15,
05JF005,1,1945/07/18,0.15,
05JF005,1,1945/07/19,0.15,
05JF005,1,1945/07/20,0.15,
05JF005,1,1945/07/21,0.184,
05JF005,1,1945/07/22,0.184,
05JF005,1,1945/07/23,0.116,
05JF005,1,1945/07/24,0.116,
05JF005,1,1945/07/25,0.099,
05JF005,1,1945/07/26,0.099,
05JF005,1,1945/07/27,0.085,
05JF005,1,1945/07/28,0.085,
05JF005,1,1945/07/29,0.085,E
05JF005,1,1945/07/30,0.085,E
05JF005,1,1945/07/31,0.085,E
05JF005,1,1945/08/01,,
05JF005,1,1945/08/02,,
05JF005,1,1945/08/03,,
05JF005,1,1945/08/04,,
05JF005,1,1945/08/05,,
05JF005,1,1945/08/06,,
05JF005,1,1945/08/07,,
05JF005,1,1945/08/08,,
05JF005,1,1945/08/09,,
05JF005,1,1945/08/10,,
05JF005,1,1945/08/11,,
05JF005,1,1945/08/12,,
05JF005,1,1945/08/13,,
05JF005,1,1945/08/14,,
05JF005,1,1945/08/15,,
05JF005,1,1945/08/16,,
05JF005,1,1945/08/17,,
05JF005,1,1945/08/18,,
05JF005,1,1945/08/19,,
05JF005,1,1945/08/20,,
05JF005,1,1945/08/21,,
05JF005,1,1945/08/22,,
05JF005,1,1945/08/23,,
05JF005,1,1945/08/24,,
05JF005,1,1945/08/25,,
05JF005,1,1945/08/26,,
05JF005,1,1945/08/27,,
05JF005,1,1945/08/28,,
05JF005,1,1945/08/29,,
05JF005,1,1945/08/30,,
05JF005,1,1945/08/31,,
05JF005,1,1945/09/01,,
05JF005,1,1945/09/02,,
05JF005,1,1945/09/03,,
05JF005,1,1945/09/04,,
05JF005,1,1945/09/05,,
05JF005,1,1945/09/06,,
05JF005,1,1945/09/07,,
05JF005,1,1945/09/08,,
05JF005,1,1945/09/09,,
05JF005,1,1945/09/10,,
05JF005,1,1945/09/11,,
05JF005,1,1945/09/12,,
05JF005,1,1945/09/13,,
05JF005,1,1945/09/14,,
05JF005,1,1945/09/15,,
05JF005,1,1945/09/16,,
05JF005,1,1945/09/17,,
05JF005,1,1945/09/18,,
05JF005,1,1945/09/19,,
05JF005,1,1945/09/20,,
05JF005,1,1945/09/21,,
05JF005,1,1945/09/22,,
05JF005,1,1945/09/23,,
05JF005,1,1945/09/24,,
05JF005,1,1945/09/25,,
05JF005,1,1945/09/26,,
05JF005,1,1945/09/27,,
05JF005,1,1945/09/28,,
05JF005,1,1945/09/29,,
05JF005,1,1945/09/30,,
05JF005,1,1945/10/01,,
05JF005,1,1945/10/02,,
05JF005,1,1945/10/03,,
05JF005,1,1945/10/04,,
05JF005,1,1945/10/05,,
05JF005,1,1945/10/06,,
05JF005,1,1945/10/07,,
05JF005,1,1945/10/08,,
05JF005,1,1945/10/09,,
05JF005,1,1945/10/10,,
05JF005,1,1945/10/11,,
05JF005,1,1945/10/12,,
05JF005,1,1945/10/13,,
05JF005,1,1945/10/14,,
05JF005,1,1945/10/15,,
05JF005,1,1945/10/16,,
05JF005,1,1945/10/17,,
05JF005,1,1945/10/18,,
05JF005,1,1945/10/19,,
05JF005,1,1945/10/20,,
05JF005,1,1945/10/21,,
05JF005,1,1945/10/22,,
05JF005,1,1945/10/23,,
05JF005,1,1945/10/24,,
05JF005,1,1945/10/25,,
05JF005,1,1945/10/26,,
05JF005,1,1945/10/27,,
05JF005,1,1945/10/28,,
05JF005,1,1945/10/29,,
05JF005,1,1945/10/30,,
05JF005,1,1945/10/31,,
05JF005,1,1945/11/01,,
05JF005,1,1945/11/02,,
05JF005,1,1945/11/03,,
05JF005,1,1945/11/04,,
05JF005,1,1945/11/05,,
05JF005,1,1945/11/06,,
05JF005,1,1945/11/07,,
05JF005,1,1945/11/08,,
05JF005,1,1945/11/09,,
05JF005,1,1945/11/10,,
05JF005,1,1945/11/11,,
05JF005,1,1945/11/12,,
05JF005,1,1945/11/13,,
05JF005,1,1945/11/14,,
05JF005,1,1945/11/15,,
05JF005,1,1945/11/16,,
05JF005,1,1945/11/17,,
05JF005,1,1945/11/18,,
05JF005,1,1945/11/19,,
05JF005,1,1945/11/20,,
05JF005,1,1945/11/21,,
05JF005,1,1945/11/22,,
05JF005,1,1945/11/23,,
05JF005,1,1945/11/24,,
05JF005,1,1945/11/25,,
05JF005,1,1945/11/26,,
05JF005,1,1945/11/27,,
05JF005,1,1945/11/28,,
05JF005,1,1945/11/29,,
05JF005,1,1945/11/30,,
05JF005,1,1945/12/01,,
05JF005,1,1945/12/02,,
05JF005,1,1945/12/03,,
05JF005,1,1945/12/04,,
05JF005,1,1945/12/05,,
05JF005,1,1945/12/06,,
05JF005,1,1945/12/07,,
05JF005,1,1945/12/08,,
05JF005,1,1945/12/09,,
05JF005,1,1945/12/10,,
05JF005,1,1945/12/11,,
05JF005,1,1945/12/12,,
05JF005,1,1945/12/13,,
05JF005,1,1945/12/14,,
05JF005,1,1945/12/15,,
05JF005,1,1945/12/16,,
05JF005,1,1945/12/17,,
05JF005,1,1945/12/18,,
05JF005,1,1945/12/19,,
05JF005,1,1945/12/20,,
05JF005,1,1945/12/21,,
05JF005,1,1945/12/22,,
05JF005,1,1945/12/23,,
05JF005,1,1945/12/24,,
05JF005,1,1945/12/25,,
05JF005,1,1945/12/26,,
05JF005,1,1945/12/27,,
05JF005,1,1945/12/28,,
05JF005,1,1945/12/29,,
05JF005,1,1945/12/30,,
05JF005,1,1945/12/31,,
05JF005,1,1946/01/01,,
05JF005,1,1946/01/02,,
05JF005,1,1946/01/03,,
05JF005,1,1946/01/04,,
05JF005,1,1946/01/05,,
05JF005,1,1946/01/06,,
05JF005,1,1946/01/07,,
05JF005,1,1946/01/08,,
05JF005,1,1946/01/09,,
05JF005,1,1946/01/10,,
05JF005,1,1946/01/11,,
05JF005,1,1946/01/12,,
05JF005,1,1946/01/13,,
05JF005,1,1946/01/14,,
05JF005,1,1946/01/15,,
05JF005,1,1946/01/16,,
05JF005,1,1946/01/17,,
05JF005,1,1946/01/18,,
05JF005,1,1946/01/19,,
05JF005,1,1946/01/20,,
05JF005,1,1946/01/21,,
05JF005,1,1946/01/22,,
05JF005,1,1946/01/23,,
05JF005,1,1946/01/24,,
05JF005,1,1946/01/25,,
05JF005,1,1946/01/26,,
05JF005,1,1946/01/27,,
05JF005,1,1946/01/28,,
05JF005,1,1946/01/29,,
05JF005,1,1946/01/30,,
05JF005,1,1946/01/31,,
05JF005,1,1946/02/01,,
05JF005,1,1946/02/02,,
05JF005,1,1946/02/03,,
05JF005,1,1946/02/04,,
05JF005,1,1946/02/05,,
05JF005,1,1946/02/06,,
05JF005,1,1946/02/07,,
05JF005,1,1946/02/08,,
